Date,Transaction ID,Account ID,Direction,Bank Amount,Net Withdrawal Effect,Cumulative Net Withdrawals,Category,Expense Group,Description
2025-09-15,Chase6611_Activity_20260220.CSV:552,Chase6611_Activity_20260220,Business -> ...0273,-300.00,300.00,50894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26231021927 09/15
2025-09-17,Chase6611_Activity_20260220.CSV:545,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,51894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26256599199 09/17
2025-09-17,Chase6611_Activity_20260220.CSV:546,Chase6611_Activity_20260220,Business -> ...0273,-400.00,400.00,52294.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26254172143 09/17
2025-09-19,Chase6611_Activity_20260220.CSV:537,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,52794.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26282269954 09/19
2025-09-22,Chase6611_Activity_20260220.CSV:529,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,53294.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26316622737 09/22
2025-09-22,Chase6611_Activity_20260220.CSV:534,Chase6611_Activity_20260220,...0273 -> Business,100.00,-100.00,53194.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26312772344
2025-09-24,Chase6611_Activity_20260220.CSV:525,Chase6611_Activity_20260220,Business -> ...0273,-200.00,200.00,53394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26334114573 09/24
2025-09-25,Chase6611_Activity_20260220.CSV:521,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,54394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26346459476 09/25
2025-09-25,Chase6611_Activity_20260220.CSV:522,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,55394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26345757899 09/25
2025-09-26,Chase6611_Activity_20260220.CSV:516,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,57394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26360331109 09/26
2025-09-26,Chase6611_Activity_20260220.CSV:518,Chase6611_Activity_20260220,Business -> ...0273,-3000.00,3000.00,60394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26358115316 09/26
2025-09-26,Chase6611_Activity_20260220.CSV:519,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,65394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26357787383 09/26
2025-09-29,Chase6611_Activity_20260220.CSV:508,Chase6611_Activity_20260220,Business -> ...0273,-4000.00,4000.00,69394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26392253451 09/29
2025-09-29,Chase6611_Activity_20260220.CSV:511,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,71394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26390220149 09/29
2025-09-29,Chase6611_Activity_20260220.CSV:514,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,67394.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26393421516
2025-09-30,Chase6611_Activity_20260220.CSV:505,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,69394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26408693977 09/30
2025-10-02,Chase6611_Activity_20260220.CSV:499,Chase6611_Activity_20260220,Business -> ...0273,-30000.00,30000.00,99394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26436342997 10/02
2025-10-03,Chase6611_Activity_20260220.CSV:495,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,100394.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26448571666 10/03
2025-10-03,Chase6611_Activity_20260220.CSV:497,Chase6611_Activity_20260220,...0273 -> Business,3500.00,-3500.00,96894.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26461356359
2025-10-06,Chase6611_Activity_20260220.CSV:480,Chase6611_Activity_20260220,Business -> ...0273,-4000.00,4000.00,100894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26492343308 10/06
2025-10-06,Chase6611_Activity_20260220.CSV:481,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,105894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26487866913 10/06
2025-10-06,Chase6611_Activity_20260220.CSV:482,Chase6611_Activity_20260220,Business -> ...0273,-4000.00,4000.00,109894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26478911675 10/06
2025-10-06,Chase6611_Activity_20260220.CSV:485,Chase6611_Activity_20260220,...0273 -> Business,3000.00,-3000.00,106894.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26478899125
2025-10-06,Chase6611_Activity_20260220.CSV:486,Chase6611_Activity_20260220,...0273 -> Business,3000.00,-3000.00,103894.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26467746435
2025-10-08,Chase6611_Activity_20260220.CSV:472,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,108894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26513402282 10/08
2025-10-10,Chase6611_Activity_20260220.CSV:462,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,109894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26541154366 10/10
2025-10-10,Chase6611_Activity_20260220.CSV:463,Chase6611_Activity_20260220,Business -> ...0273,-8000.00,8000.00,117894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26539793036 10/10
2025-10-10,Chase6611_Activity_20260220.CSV:465,Chase6611_Activity_20260220,Business -> ...0273,-3000.00,3000.00,120894.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26534729302 10/10
2025-10-14,Chase6611_Activity_20260220.CSV:458,Chase6611_Activity_20260220,Business -> ...0273,-400.00,400.00,121294.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26552566889 10/14
2025-10-14,Chase6611_Activity_20260220.CSV:460,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,120294.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26579949795
2025-10-15,Chase6611_Activity_20260220.CSV:456,Chase6611_Activity_20260220,...0273 -> Business,8000.00,-8000.00,112294.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26597793225
2025-10-16,Chase6611_Activity_20260220.CSV:446,Chase6611_Activity_20260220,Business -> ...0273,-300.00,300.00,112594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26610773008 10/16
2025-10-16,Chase6611_Activity_20260220.CSV:447,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,113594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26607629016 10/16
2025-10-16,Chase6611_Activity_20260220.CSV:452,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,115594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26603911396 10/16
2025-10-16,Chase6611_Activity_20260220.CSV:453,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,114594.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26604233953
2025-10-16,Chase6611_Activity_20260220.CSV:454,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,113594.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26604233532
2025-10-20,Chase6611_Activity_20260220.CSV:442,Chase6611_Activity_20260220,Business -> ...0273,-200.00,200.00,113794.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26648137706 10/20
2025-10-22,Chase6611_Activity_20260220.CSV:437,Chase6611_Activity_20260220,...0273 -> Business,1200.00,-1200.00,112594.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26677221839
2025-10-27,Chase6611_Activity_20260220.CSV:425,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,114594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26734430366 10/27
2025-10-27,Chase6611_Activity_20260220.CSV:426,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,119594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26731923156 10/27
2025-10-27,Chase6611_Activity_20260220.CSV:428,Chase6611_Activity_20260220,Business -> ...0273,-4500.00,4500.00,124094.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26718371425 10/27
2025-10-27,Chase6611_Activity_20260220.CSV:429,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,124594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26718362078 10/27
2025-10-28,Chase6611_Activity_20260220.CSV:422,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,125594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26744602234 10/28
2025-10-29,Chase6611_Activity_20260220.CSV:421,Chase6611_Activity_20260220,...0273 -> Business,8000.00,-8000.00,117594.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26758678046
2025-10-31,Chase6611_Activity_20260220.CSV:411,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,118094.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26785678379 10/31
2025-11-10,Chase6611_Activity_20260220.CSV:385,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,118594.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26892558784 11/10
2025-11-10,Chase6611_Activity_20260220.CSV:386,Chase6611_Activity_20260220,Business -> ...0273,-400.00,400.00,118994.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26892144418 11/10
2025-11-12,Chase6611_Activity_20260220.CSV:376,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,119494.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26937213603 11/12
2025-11-12,Chase6611_Activity_20260220.CSV:377,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,120494.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26933508937 11/12
2025-11-12,Chase6611_Activity_20260220.CSV:381,Chase6611_Activity_20260220,...0273 -> Business,400.00,-400.00,120094.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26920783870
2025-11-12,Chase6611_Activity_20260220.CSV:382,Chase6611_Activity_20260220,...0273 -> Business,800.00,-800.00,119294.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26937221400
2025-11-12,Chase6611_Activity_20260220.CSV:383,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,118294.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26924867410
2025-11-13,Chase6611_Activity_20260220.CSV:373,Chase6611_Activity_20260220,...0273 -> Business,100.00,-100.00,118194.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26940492468
2025-11-13,Chase6611_Activity_20260220.CSV:374,Chase6611_Activity_20260220,...0273 -> Business,2000.00,-2000.00,116194.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26944634547
2025-11-14,Chase6611_Activity_20260220.CSV:358,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,116694.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26960290714 11/14
2025-11-14,Chase6611_Activity_20260220.CSV:364,Chase6611_Activity_20260220,...0273 -> Business,500.00,-500.00,116194.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26953396530
2025-11-14,Chase6611_Activity_20260220.CSV:365,Chase6611_Activity_20260220,...0273 -> Business,800.00,-800.00,115394.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26958399757
2025-11-14,Chase6611_Activity_20260220.CSV:366,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,114394.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26959170982
2025-11-14,Chase6611_Activity_20260220.CSV:367,Chase6611_Activity_20260220,...0273 -> Business,1200.00,-1200.00,113194.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 26953321943
2025-11-17,Chase6611_Activity_20260220.CSV:344,Chase6611_Activity_20260220,Business -> ...0273,-3000.00,3000.00,116194.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26995029835 11/17
2025-11-17,Chase6611_Activity_20260220.CSV:350,Chase6611_Activity_20260220,Business -> ...0273,-50.00,50.00,116244.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26983174959 11/17
2025-11-17,Chase6611_Activity_20260220.CSV:351,Chase6611_Activity_20260220,Business -> ...0273,-20.00,20.00,116264.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 26971647603 11/17
2025-11-18,Chase6611_Activity_20260220.CSV:335,Chase6611_Activity_20260220,Business -> ...0273,-10000.00,10000.00,126264.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27008022242 11/18
2025-11-18,Chase6611_Activity_20260220.CSV:336,Chase6611_Activity_20260220,Business -> ...0273,-1000.00,1000.00,127264.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27007186735 11/18
2025-11-18,Chase6611_Activity_20260220.CSV:340,Chase6611_Activity_20260220,...0273 -> Business,1500.00,-1500.00,125764.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27005394695
2025-11-20,Chase6611_Activity_20260220.CSV:324,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,121764.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27029149004
2025-11-21,Chase6611_Activity_20260220.CSV:314,Chase6611_Activity_20260220,...0273 -> Business,2000.00,-2000.00,119764.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27048204917
2025-11-21,Chase6611_Activity_20260220.CSV:315,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,115764.57,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27040961103
2025-11-25,Chase6611_Activity_20260220.CSV:307,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,116264.57,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27090593348 11/25
2025-11-26,Chase6611_Activity_20260220.CSV:300,Chase6611_Activity_20260220,Business -> ...0273,-709.47,709.47,116974.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27099661238 11/26
2025-11-26,Chase6611_Activity_20260220.CSV:306,Chase6611_Activity_20260220,...0273 -> Business,1000.00,-1000.00,115974.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27096723248
2025-11-28,Chase6611_Activity_20260220.CSV:294,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,116474.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27128024681 11/28
2025-12-01,Chase6611_Activity_20260220.CSV:287,Chase6611_Activity_20260220,Business -> ...0273,-240.00,240.00,116714.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27146906229 12/01
2025-12-01,Chase6611_Activity_20260220.CSV:288,Chase6611_Activity_20260220,Business -> ...0273,-500.00,500.00,117214.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27134327929 12/01
2025-12-01,Chase6611_Activity_20260220.CSV:289,Chase6611_Activity_20260220,Business -> ...0273,-400.00,400.00,117614.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27134249870 12/01
2025-12-01,Chase6611_Activity_20260220.CSV:290,Chase6611_Activity_20260220,Business -> ...0273,-2500.00,2500.00,120114.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27133934127 12/01
2025-12-02,Chase6611_Activity_20260220.CSV:280,Chase6611_Activity_20260220,Business -> ...0273,-4000.00,4000.00,124114.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27183260006 12/02
2025-12-02,Chase6611_Activity_20260220.CSV:283,Chase6611_Activity_20260220,...0273 -> Business,1500.00,-1500.00,122614.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27173204344
2025-12-03,Chase6611_Activity_20260220.CSV:272,Chase6611_Activity_20260220,Business -> ...0273,-856.00,856.00,123470.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27187714629 12/03
2025-12-04,Chase6611_Activity_20260220.CSV:262,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,125470.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27206531567 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:263,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,127470.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27204645493 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:264,Chase6611_Activity_20260220,Business -> ...0273,-600.00,600.00,128070.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27203313416 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:269,Chase6611_Activity_20260220,Business -> ...0273,-2500.00,2500.00,130570.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27197760407 12/04
2025-12-04,Chase6611_Activity_20260220.CSV:271,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,126570.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27199039343
2025-12-09,Chase6611_Activity_20260220.CSV:254,Chase6611_Activity_20260220,Business -> ...0273,-1200.00,1200.00,127770.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27262091963 12/09
2025-12-12,Chase6611_Activity_20260220.CSV:249,Chase6611_Activity_20260220,...0273 -> Business,400.00,-400.00,127370.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27301346092
2025-12-16,Chase6611_Activity_20260220.CSV:239,Chase6611_Activity_20260220,Business -> ...0273,-600.00,600.00,127970.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27347256204 12/16
2025-12-17,Chase6611_Activity_20260220.CSV:233,Chase6611_Activity_20260220,Business -> ...0273,-300.00,300.00,128270.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27360798720 12/17
2025-12-17,Chase6611_Activity_20260220.CSV:238,Chase6611_Activity_20260220,...0273 -> Business,1500.00,-1500.00,126770.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27364462616
2025-12-18,Chase6611_Activity_20260220.CSV:222,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,128770.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27375001948 12/18
2025-12-18,Chase6611_Activity_20260220.CSV:229,Chase6611_Activity_20260220,...0273 -> Business,400.00,-400.00,128370.04,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27370620562
2025-12-22,Chase6611_Activity_20260220.CSV:202,Chase6611_Activity_20260220,Business -> ...0273,-5000.00,5000.00,133370.04,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27421003857 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:203,Chase6611_Activity_20260220,Business -> ...0273,-709.47,709.47,134079.51,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27413221166 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:204,Chase6611_Activity_20260220,Business -> ...0273,-709.47,709.47,134788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27413188127 12/22
2025-12-22,Chase6611_Activity_20260220.CSV:211,Chase6611_Activity_20260220,...0273 -> Business,4000.00,-4000.00,130788.98,Transfer,Other,Online Transfer from CHK ...0273 transaction#: 27421298258
2025-12-26,Chase6611_Activity_20260220.CSV:185,Chase6611_Activity_20260220,Business -> ...0273,-2000.00,2000.00,132788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27473035709 12/26
2025-12-30,Chase6611_Activity_20260220.CSV:172,Chase6611_Activity_20260220,Business -> ...0273,-10000.00,10000.00,142788.98,Transfer,Other,Online Transfer to CHK ...0273 transaction#: 27512693216 12/30
